train_id,arrival_train_time,departuretime,train_station,train_line,train_type,distancetonext,durationofmovementinsec,dwell_timein_sec,civil speed limit,topspeedlimit
t012,08:20,08:23:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t012,08:23,08:26:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t012,08:27,08:30:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t012,08:30,08:33:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t012,08:34,08:37:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t012,08:37,08:40:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t012,08:41,08:44:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t012,08:44,08:47:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t013,06:57,07:00:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t013,07:00,07:03:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t013,07:04,07:07:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t013,07:07,07:10:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t013,07:11,07:14:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t013,07:14,07:17:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t013,07:18,07:21:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t013,07:21,07:24:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t013,07:25,07:28:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t013,07:28,07:31:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t013,07:32,07:35:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t013,07:35,07:47:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t013,07:48,07:51:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t013,07:51,07:54:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t013,07:55,07:58:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t013,07:58,08:01:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t013,08:02,08:05:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t013,08:05,08:08:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t013,08:09,08:12:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t013,08:12,08:15:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t013,08:16,08:19:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t013,08:19,08:22:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t013,08:23,08:26:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t013,08:26,08:29:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t013,08:30,08:33:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t013,08:33,08:36:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t013,08:37,08:40:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t013,08:40,08:43:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t013,08:44,08:47:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t013,08:47,08:50:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t013,08:51,08:54:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t013,08:54,08:57:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t014,07:07,07:10:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t014,07:10,07:13:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t014,07:14,07:17:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t014,07:17,07:20:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t014,07:21,07:24:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t014,07:24,07:27:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t014,07:28,07:31:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t014,07:31,07:34:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t014,07:35,07:38:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t014,07:38,07:41:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t014,07:42,07:45:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t014,07:45,07:57:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t014,07:58,08:01:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t014,08:01,08:04:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t014,08:05,08:08:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t014,08:08,08:11:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t014,08:12,08:15:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t014,08:15,08:18:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t014,08:19,08:22:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t014,08:22,08:25:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t014,08:26,08:29:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t014,08:29,08:32:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t014,08:33,08:36:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t014,08:36,08:39:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t014,08:40,08:43:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t014,08:43,08:46:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t014,08:47,08:50:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t014,08:50,08:53:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t014,08:54,08:57:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t014,08:57,09:00:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t014,09:01,09:04:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t014,09:04,09:07:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t015,07:17,07:20:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t015,07:20,07:23:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t015,07:24,07:27:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t015,07:27,07:30:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t015,07:31,07:34:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t015,07:34,07:37:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t015,07:38,07:41:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t015,07:41,07:44:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t015,07:45,07:48:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t015,07:48,07:51:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t015,07:52,07:55:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t015,07:55,08:07:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t015,08:08,08:11:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t015,08:11,08:14:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t015,08:15,08:18:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t015,08:18,08:21:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t015,08:22,08:25:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t015,08:25,08:28:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t015,08:29,08:32:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t015,08:32,08:35:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t015,08:36,08:39:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t015,08:39,08:42:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t015,08:43,08:46:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t015,08:46,08:49:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t015,08:50,08:53:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t015,08:53,08:56:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t015,08:57,09:00:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t015,09:00,09:03:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t015,09:04,09:07:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t015,09:07,09:10:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t015,09:11,09:14:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t015,09:14,09:17:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t016,07:27,07:30:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t016,07:30,07:33:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t016,07:34,07:37:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t016,07:37,07:40:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t016,07:41,07:44:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t016,07:44,07:47:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t016,07:48,07:51:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t016,07:51,07:54:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t016,07:55,07:58:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t016,07:58,08:01:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t016,08:02,08:05:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t016,08:05,08:17:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t016,08:18,08:21:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t016,08:21,08:24:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t016,08:25,08:28:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t016,08:28,08:31:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t016,08:32,08:35:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t016,08:35,08:38:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t016,08:39,08:42:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t016,08:42,08:45:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t016,08:46,08:49:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t016,08:49,08:52:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t016,08:53,08:56:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t016,08:56,08:59:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t016,09:00,09:03:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t016,09:03,09:06:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t016,09:07,09:10:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t016,09:10,09:13:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t016,09:14,09:17:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t016,09:17,09:20:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t016,09:21,09:24:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t016,09:24,09:27:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t017,07:37,07:40:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t017,07:40,07:43:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t017,07:44,07:47:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t017,07:47,07:50:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t017,07:51,07:54:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t017,07:54,07:57:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t017,07:58,08:01:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t017,08:01,08:04:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t017,08:05,08:08:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t017,08:08,08:11:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t017,08:12,08:15:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t017,08:15,08:27:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t017,08:28,08:31:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t017,08:31,08:34:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t017,08:35,08:38:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t017,08:38,08:41:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t017,08:42,08:45:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t017,08:45,08:48:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t017,08:49,08:52:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t017,08:52,08:55:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t017,08:56,08:59:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t017,08:59,09:02:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t017,09:03,09:06:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t017,09:06,09:09:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t017,09:10,09:13:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t017,09:13,09:16:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t017,09:17,09:20:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t017,09:20,09:23:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t017,09:24,09:27:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t017,09:27,09:30:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t017,09:31,09:34:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t017,09:34,09:37:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t018,07:47,07:50:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t018,07:50,07:53:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t018,07:54,07:57:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t018,07:57,08:00:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t018,08:01,08:04:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t018,08:04,08:07:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t018,08:08,08:11:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t018,08:11,08:14:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t018,08:15,08:18:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t018,08:18,08:21:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t018,08:22,08:25:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t018,08:25,08:37:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t018,08:38,08:41:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t018,08:41,08:44:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t018,08:45,08:48:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t018,08:48,08:51:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t018,08:52,08:55:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t018,08:55,08:58:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t018,08:59,09:02:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t018,09:02,09:05:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t018,09:06,09:09:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t018,09:09,09:12:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t018,09:13,09:16:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t018,09:16,09:19:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t018,09:20,09:23:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t018,09:23,09:26:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t018,09:27,09:30:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t018,09:30,09:33:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t018,09:34,09:37:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t018,09:37,09:40:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t018,09:41,09:44:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t018,09:44,09:47:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t019,07:57,08:00:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t019,08:00,08:03:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t019,08:04,08:07:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t019,08:07,08:10:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t019,08:11,08:14:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t019,08:14,08:17:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t019,08:18,08:21:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t019,08:21,08:24:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t019,08:25,08:28:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t019,08:28,08:31:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t019,08:32,08:35:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t019,08:35,08:47:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t019,08:48,08:51:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t019,08:51,08:54:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t019,08:55,08:58:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t019,08:58,09:01:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t019,09:02,09:05:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t019,09:05,09:08:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t019,09:09,09:12:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t019,09:12,09:15:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t019,09:16,09:19:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t019,09:19,09:22:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t019,09:23,09:26:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t019,09:26,09:29:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t019,09:30,09:33:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t019,09:33,09:36:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t019,09:37,09:40:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t019,09:40,09:43:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t019,09:44,09:47:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t019,09:47,09:50:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t019,09:51,09:54:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t019,09:54,09:57:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t020,08:07,08:10:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t020,08:10,08:13:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t020,08:14,08:17:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
t020,08:17,08:20:30,SIDDHARTHCOLONY,LINE4,METRO_6CAR,2421.413,180,30,45,48.43
t020,08:21,08:24:00,GARODIA NAGAR,LINE4,METRO_6CAR,1662.149,180,30,45,33.24
t020,08:24,08:27:30,PANT NAGAR,LINE4,METRO_6CAR,1148.172,180,30,45,22.96
t020,08:28,08:31:00,LAXMINAGAR,LINE4,METRO_6CAR,952.884,180,30,45,19.06
t020,08:31,08:34:30,SHREYAS CINEMA,LINE4,METRO_6CAR,745.313,180,30,45,14.91
t020,08:35,08:38:00,GODREJ COMPANY,LINE4,METRO_6CAR,709.649,180,30,45,14.19
t020,08:38,08:41:30,VIKHROLI METRO,LINE4,METRO_6CAR,1017.761,180,30,45,20.36
t020,08:42,08:45:00,SURYA NAGAR,LINE4,METRO_6CAR,973.585,180,30,45,19.47
t020,08:45,08:57:57,GANDHINGAR ,LINE4,METRO_6CAR,747.0,747,30,45,3.6
t020,08:58,09:01:27,NAVAL HOUSING,LINE4,METRO_6CAR,745.156,180,30,45,14.9
t020,09:01,09:04:57,BHANDUP MAHAPALIKA,LINE4,METRO_6CAR,1039.865,180,30,45,20.8
t020,09:05,09:08:27,BHANDUP METRO,LINE4,METRO_6CAR,797.654,180,30,45,15.95
t020,09:08,09:11:57,SHANGRILLA,LINE4,METRO_6CAR,1454.303,180,30,45,29.09
t020,09:12,09:15:27,SONAPUR,LINE4,METRO_6CAR,1124.344,180,30,45,22.49
t020,09:15,09:18:57,MULUND FIRE STATION,LINE4,METRO_6CAR,1339.919,180,30,45,26.8
t020,09:19,09:22:27,MULUND NAKA,LINE4,METRO_6CAR,1212.231,180,30,45,24.24
t020,09:22,09:25:57,TEEN HAATH NAKA,LINE4,METRO_6CAR,784.465,180,30,45,15.69
t020,09:26,09:29:27,RTO THANE,LINE4,METRO_6CAR,964.956,180,30,45,19.3
t020,09:29,09:32:57,MAHAPALIIKAMARG,LINE4,METRO_6CAR,795.993,180,30,45,15.92
t020,09:33,09:36:27,CADBUARY JUNCTION ,LINE4,METRO_6CAR,824.707,180,30,45,16.49
t020,09:36,09:39:57,MAJIWADA,LINE4,METRO_6CAR,1445.707,180,30,45,28.91
t020,09:40,09:43:27,KAPURBAWDI,LINE4,METRO_6CAR,815.824,180,30,45,16.32
t020,09:43,09:46:57,MANPADA,LINE4,METRO_6CAR,758.992,180,30,45,15.18
t020,09:47,09:50:27,TIKUJI NI WADI,LINE4,METRO_6CAR,1226.694,180,30,45,24.53
t020,09:50,09:53:57,DONGARI PADA,LINE4,METRO_6CAR,1198.778,180,30,45,23.98
t020,09:54,09:57:27,VIJAYGARDEN ,LINE4,METRO_6CAR,1024.036,180,30,45,20.48
t020,09:57,10:00:57,KASARVADVALI ,LINE4,METRO_6CAR,1385.394,180,30,45,27.71
t020,10:01,10:04:27,GOWNIWADA ,LINE4,METRO_6CAR,1502.229,180,30,45,30.04
t020,10:04,10:07:57,GAIMUKH,LINE4,METRO_6CAR,,180,30,45,
t021,08:17,08:20:00,BHAKTI PARK METRO,LINE4,METRO_6CAR,1014.37,180,30,45,20.29
t021,08:20,08:23:30,WADALA TT,LINE4,METRO_6CAR,916.806,180,30,45,18.34
t021,08:24,08:27:00,ANIKNAGARBUSDEPOT,LINE4,METRO_6CAR,1651.48,180,30,45,33.03
