train_id,arrival_time,departure_time,station,direction,top_speed
GAN02,18:04,18:08,GOWNIWADA,forward,30.04
GAN02,18:08,18:11,GAIMUKH,forward,
GAN02,18:11,18:26,GAIMUKH,turnaround,
GAN02,18:26,18:30,GAIMUKH,return,
GAN02,18:30,18:33,GOWNIWADA,return,30.04
GAN02,18:33,18:37,KASARVADVALI,return,27.71
GAN02,18:37,18:40,VIJAYGARDEN,return,20.48
GAN02,18:40,18:44,DONGARI PADA,return,23.98
GAN02,18:44,18:47,TIKUJI NI WADI,return,24.53
GAN02,18:47,18:51,MANPADA,return,15.18
GAN02,18:51,18:54,KAPURBAWDI,return,16.32
GAN02,18:54,18:58,MAJIWADA,return,28.91
GAN02,18:58,19:01,CADBUARY JUNCTION,return,16.49
GAN02,19:01,19:05,MAHAPALIKAMARG,return,15.92
GAN02,19:05,19:08,RTO THANE,return,19.3
GAN02,19:08,19:12,TEEN HAATH NAKA,return,15.69
GAN02,19:12,19:15,MULUND NAKA,return,24.24
GAN02,19:15,19:19,MULUND FIRE STATION,return,26.8
GAN02,19:19,19:22,SONAPUR,return,22.49
GAN02,19:22,19:26,SHANGRILLA,return,29.09
GAN02,19:26,19:29,BHANDUP METRO,return,15.95
GAN02,19:29,19:33,BHANDUP MAHAPALIKA,return,20.8
GAN02,19:33,19:36,NAVAL HOUSING,return,14.9
GAN02,19:36,19:40,GANDHINGAR,return,14.94
GAN02,19:40,19:55,GANDHINGAR,turnaround,
GAN02,19:55,19:58,GANDHINGAR,forward,14.94
GAN02,19:58,20:02,NAVAL HOUSING,forward,14.9
GAN02,20:02,20:05,BHANDUP MAHAPALIKA,forward,20.8
GAN02,20:05,20:09,BHANDUP METRO,forward,15.95
GAN02,20:09,20:12,SHANGRILLA,forward,29.09
GAN02,20:12,20:16,SONAPUR,forward,22.49
GAN02,20:16,20:19,MULUND FIRE STATION,forward,26.8
GAN02,20:19,20:23,MULUND NAKA,forward,24.24
GAN02,20:23,20:26,TEEN HAATH NAKA,forward,15.69
GAN02,20:26,20:30,RTO THANE,forward,19.3
GAN02,20:30,20:33,MAHAPALIKAMARG,forward,15.92
GAN02,20:33,20:37,CADBUARY JUNCTION,forward,16.49
GAN02,20:37,20:40,MAJIWADA,forward,28.91
GAN02,20:40,20:44,KAPURBAWDI,forward,16.32
GAN02,20:44,20:47,MANPADA,forward,15.18
GAN02,20:47,20:51,TIKUJI NI WADI,forward,24.53
GAN02,20:51,20:54,DONGARI PADA,forward,23.98
GAN02,20:54,20:58,VIJAYGARDEN,forward,20.48
GAN02,20:58,21:01,KASARVADVALI,forward,27.71
GAN02,21:01,21:05,GOWNIWADA,forward,30.04
GAN02,21:05,21:08,GAIMUKH,forward,
GAN02,21:08,21:23,GAIMUKH,turnaround,
GAN02,21:23,21:27,GAIMUKH,return,
GAN02,21:27,21:30,GOWNIWADA,return,30.04
GAN02,21:30,21:34,KASARVADVALI,return,27.71
GAN02,21:34,21:37,VIJAYGARDEN,return,20.48
GAN02,21:37,21:41,DONGARI PADA,return,23.98
GAN02,21:41,21:44,TIKUJI NI WADI,return,24.53
GAN02,21:44,21:48,MANPADA,return,15.18
GAN02,21:48,21:51,KAPURBAWDI,return,16.32
GAN02,21:51,21:55,MAJIWADA,return,28.91
GAN02,21:55,21:58,CADBUARY JUNCTION,return,16.49
GAN02,21:58,22:02,MAHAPALIKAMARG,return,15.92
GAN02,22:02,22:05,RTO THANE,return,19.3
GAN02,22:05,22:09,TEEN HAATH NAKA,return,15.69
GAN02,22:09,22:12,MULUND NAKA,return,24.24
GAN02,22:12,22:16,MULUND FIRE STATION,return,26.8
GAN02,22:16,22:19,SONAPUR,return,22.49
GAN02,22:19,22:23,SHANGRILLA,return,29.09
GAN02,22:23,22:26,BHANDUP METRO,return,15.95
GAN02,22:26,22:30,BHANDUP MAHAPALIKA,return,20.8
GAN02,22:30,22:33,NAVAL HOUSING,return,14.9
GAN02,22:33,22:37,GANDHINGAR,return,14.94
GAN02,22:37,22:52,GANDHINGAR,turnaround,
GAN02,22:52,22:55,GANDHINGAR,forward,14.94
GAN02,22:55,22:59,NAVAL HOUSING,forward,14.9
GAN02,22:59,23:02,BHANDUP MAHAPALIKA,forward,20.8
GAN02,23:02,23:06,BHANDUP METRO,forward,15.95
GAN02,23:06,23:09,SHANGRILLA,forward,29.09
GAN02,23:09,23:13,SONAPUR,forward,22.49
GAN02,23:13,23:16,MULUND FIRE STATION,forward,26.8
GAN02,23:16,23:20,MULUND NAKA,forward,24.24
GAN02,23:20,23:23,TEEN HAATH NAKA,forward,15.69
GAN02,23:23,23:27,RTO THANE,forward,19.3
GAN02,23:27,23:30,MAHAPALIKAMARG,forward,15.92
GAN02,23:30,23:34,CADBUARY JUNCTION,forward,16.49
GAN02,23:34,23:37,MAJIWADA,forward,28.91
GAN02,23:37,23:41,KAPURBAWDI,forward,16.32
GAN02,23:41,23:44,MANPADA,forward,15.18
GAN02,23:44,23:48,TIKUJI NI WADI,forward,24.53
GAN02,23:48,23:51,DONGARI PADA,forward,23.98
GAN02,23:51,23:55,VIJAYGARDEN,forward,20.48
GAN02,23:55,23:58,KASARVADVALI,forward,27.71
GAN02,23:58,00:02,GOWNIWADA,forward,30.04
GAN02,00:02,00:05,GAIMUKH,forward,
GAN02,00:05,00:20,GAIMUKH,turnaround,
CAD01,05:00,05:03,CADBUARY JUNCTION,forward,16.49
CAD01,05:03,05:07,MAHAPALIKAMARG,forward,15.92
CAD01,05:07,05:10,RTO THANE,forward,19.3
CAD01,05:10,05:14,TEEN HAATH NAKA,forward,15.69
CAD01,05:14,05:17,MULUND NAKA,forward,24.24
CAD01,05:17,05:21,MULUND FIRE STATION,forward,26.8
CAD01,05:21,05:24,SONAPUR,forward,22.49
CAD01,05:24,05:28,SHANGRILLA,forward,29.09
CAD01,05:28,05:31,BHANDUP METRO,forward,15.95
CAD01,05:31,05:35,BHANDUP MAHAPALIKA,forward,20.8
CAD01,05:35,05:38,NAVAL HOUSING,forward,14.9
CAD01,05:38,05:42,GANDHINGAR,forward,14.94
CAD01,05:42,05:45,SURYA NAGAR,forward,19.47
CAD01,05:45,05:49,VIKHROLI METRO,forward,20.36
CAD01,05:49,05:52,GODREJ COMPANY,forward,14.19
CAD01,05:52,05:56,SHREYAS CINEMA,forward,14.91
CAD01,05:56,05:59,LAXMINAGAR,forward,19.06
CAD01,05:59,06:03,PANT NAGAR,forward,22.96
CAD01,06:03,06:06,GARODIA NAGAR,forward,33.24
CAD01,06:06,06:10,SIDDHARTHCOLONY,forward,45.0
CAD01,06:10,06:13,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,06:13,06:17,WADALA TT,forward,18.34
CAD01,06:17,06:20,BHAKTI PARK METRO,forward,20.29
CAD01,06:20,06:35,BHAKTI PARK METRO,turnaround,
CAD01,06:35,06:39,BHAKTI PARK METRO,return,20.29
CAD01,06:39,06:42,WADALA TT,return,18.34
CAD01,06:42,06:46,ANIKNAGARBUSDEPOT,return,33.03
CAD01,06:46,06:49,SIDDHARTHCOLONY,return,45.0
CAD01,06:49,06:53,GARODIA NAGAR,return,33.24
CAD01,06:53,06:56,PANT NAGAR,return,22.96
CAD01,06:56,07:00,LAXMINAGAR,return,19.06
CAD01,07:00,07:03,SHREYAS CINEMA,return,14.91
CAD01,07:03,07:07,GODREJ COMPANY,return,14.19
CAD01,07:07,07:10,VIKHROLI METRO,return,20.36
CAD01,07:10,07:14,SURYA NAGAR,return,19.47
CAD01,07:14,07:17,GANDHINGAR,return,14.94
CAD01,07:17,07:21,NAVAL HOUSING,return,14.9
CAD01,07:21,07:24,BHANDUP MAHAPALIKA,return,20.8
CAD01,07:24,07:28,BHANDUP METRO,return,15.95
CAD01,07:28,07:31,SHANGRILLA,return,29.09
CAD01,07:31,07:35,SONAPUR,return,22.49
CAD01,07:35,07:38,MULUND FIRE STATION,return,26.8
CAD01,07:38,07:42,MULUND NAKA,return,24.24
CAD01,07:42,07:45,TEEN HAATH NAKA,return,15.69
CAD01,07:45,07:49,RTO THANE,return,19.3
CAD01,07:49,07:52,MAHAPALIKAMARG,return,15.92
CAD01,07:52,07:56,CADBUARY JUNCTION,return,16.49
CAD01,07:56,08:11,CADBUARY JUNCTION,turnaround,
CAD01,08:11,08:14,CADBUARY JUNCTION,forward,16.49
CAD01,08:14,08:18,MAHAPALIKAMARG,forward,15.92
CAD01,08:18,08:21,RTO THANE,forward,19.3
CAD01,08:21,08:25,TEEN HAATH NAKA,forward,15.69
CAD01,08:25,08:28,MULUND NAKA,forward,24.24
CAD01,08:28,08:32,MULUND FIRE STATION,forward,26.8
CAD01,08:32,08:35,SONAPUR,forward,22.49
CAD01,08:35,08:39,SHANGRILLA,forward,29.09
CAD01,08:39,08:42,BHANDUP METRO,forward,15.95
CAD01,08:42,08:46,BHANDUP MAHAPALIKA,forward,20.8
CAD01,08:46,08:49,NAVAL HOUSING,forward,14.9
CAD01,08:49,08:53,GANDHINGAR,forward,14.94
CAD01,08:53,08:56,SURYA NAGAR,forward,19.47
CAD01,08:56,09:00,VIKHROLI METRO,forward,20.36
CAD01,09:00,09:03,GODREJ COMPANY,forward,14.19
CAD01,09:03,09:07,SHREYAS CINEMA,forward,14.91
CAD01,09:07,09:10,LAXMINAGAR,forward,19.06
CAD01,09:10,09:14,PANT NAGAR,forward,22.96
CAD01,09:14,09:17,GARODIA NAGAR,forward,33.24
CAD01,09:17,09:21,SIDDHARTHCOLONY,forward,45.0
CAD01,09:21,09:24,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,09:24,09:28,WADALA TT,forward,18.34
CAD01,09:28,09:31,BHAKTI PARK METRO,forward,20.29
CAD01,09:31,09:46,BHAKTI PARK METRO,turnaround,
CAD01,09:46,09:50,BHAKTI PARK METRO,return,20.29
CAD01,09:50,09:53,WADALA TT,return,18.34
CAD01,09:53,09:57,ANIKNAGARBUSDEPOT,return,33.03
CAD01,09:57,10:00,SIDDHARTHCOLONY,return,45.0
CAD01,10:00,10:04,GARODIA NAGAR,return,33.24
CAD01,10:04,10:07,PANT NAGAR,return,22.96
CAD01,10:07,10:11,LAXMINAGAR,return,19.06
CAD01,10:11,10:14,SHREYAS CINEMA,return,14.91
CAD01,10:14,10:18,GODREJ COMPANY,return,14.19
CAD01,10:18,10:21,VIKHROLI METRO,return,20.36
CAD01,10:21,10:25,SURYA NAGAR,return,19.47
CAD01,10:25,10:28,GANDHINGAR,return,14.94
CAD01,10:28,10:32,NAVAL HOUSING,return,14.9
CAD01,10:32,10:35,BHANDUP MAHAPALIKA,return,20.8
CAD01,10:35,10:39,BHANDUP METRO,return,15.95
CAD01,10:39,10:42,SHANGRILLA,return,29.09
CAD01,10:42,10:46,SONAPUR,return,22.49
CAD01,10:46,10:49,MULUND FIRE STATION,return,26.8
CAD01,10:49,10:53,MULUND NAKA,return,24.24
CAD01,10:53,10:56,TEEN HAATH NAKA,return,15.69
CAD01,10:56,11:00,RTO THANE,return,19.3
CAD01,11:00,11:03,MAHAPALIKAMARG,return,15.92
CAD01,11:03,11:07,CADBUARY JUNCTION,return,16.49
CAD01,11:07,11:22,CADBUARY JUNCTION,turnaround,
CAD01,11:22,11:25,CADBUARY JUNCTION,forward,16.49
CAD01,11:25,11:29,MAHAPALIKAMARG,forward,15.92
CAD01,11:29,11:32,RTO THANE,forward,19.3
CAD01,11:32,11:36,TEEN HAATH NAKA,forward,15.69
CAD01,11:36,11:39,MULUND NAKA,forward,24.24
CAD01,11:39,11:43,MULUND FIRE STATION,forward,26.8
CAD01,11:43,11:46,SONAPUR,forward,22.49
CAD01,11:46,11:50,SHANGRILLA,forward,29.09
CAD01,11:50,11:53,BHANDUP METRO,forward,15.95
CAD01,11:53,11:57,BHANDUP MAHAPALIKA,forward,20.8
CAD01,11:57,12:00,NAVAL HOUSING,forward,14.9
CAD01,12:00,12:04,GANDHINGAR,forward,14.94
CAD01,12:04,12:07,SURYA NAGAR,forward,19.47
CAD01,12:07,12:11,VIKHROLI METRO,forward,20.36
CAD01,12:11,12:14,GODREJ COMPANY,forward,14.19
CAD01,12:14,12:18,SHREYAS CINEMA,forward,14.91
CAD01,12:18,12:21,LAXMINAGAR,forward,19.06
CAD01,12:21,12:25,PANT NAGAR,forward,22.96
CAD01,12:25,12:28,GARODIA NAGAR,forward,33.24
CAD01,12:28,12:32,SIDDHARTHCOLONY,forward,45.0
CAD01,12:32,12:35,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,12:35,12:39,WADALA TT,forward,18.34
CAD01,12:39,12:42,BHAKTI PARK METRO,forward,20.29
CAD01,12:42,12:57,BHAKTI PARK METRO,turnaround,
CAD01,12:57,13:01,BHAKTI PARK METRO,return,20.29
CAD01,13:01,13:04,WADALA TT,return,18.34
CAD01,13:04,13:08,ANIKNAGARBUSDEPOT,return,33.03
CAD01,13:08,13:11,SIDDHARTHCOLONY,return,45.0
CAD01,13:11,13:15,GARODIA NAGAR,return,33.24
CAD01,13:15,13:18,PANT NAGAR,return,22.96
CAD01,13:18,13:22,LAXMINAGAR,return,19.06
CAD01,13:22,13:25,SHREYAS CINEMA,return,14.91
CAD01,13:25,13:29,GODREJ COMPANY,return,14.19
CAD01,13:29,13:32,VIKHROLI METRO,return,20.36
CAD01,13:32,13:36,SURYA NAGAR,return,19.47
CAD01,13:36,13:39,GANDHINGAR,return,14.94
CAD01,13:39,13:43,NAVAL HOUSING,return,14.9
CAD01,13:43,13:46,BHANDUP MAHAPALIKA,return,20.8
CAD01,13:46,13:50,BHANDUP METRO,return,15.95
CAD01,13:50,13:53,SHANGRILLA,return,29.09
CAD01,13:53,13:57,SONAPUR,return,22.49
CAD01,13:57,14:00,MULUND FIRE STATION,return,26.8
CAD01,14:00,14:04,MULUND NAKA,return,24.24
CAD01,14:04,14:07,TEEN HAATH NAKA,return,15.69
CAD01,14:07,14:11,RTO THANE,return,19.3
CAD01,14:11,14:14,MAHAPALIKAMARG,return,15.92
CAD01,14:14,14:18,CADBUARY JUNCTION,return,16.49
CAD01,14:18,14:33,CADBUARY JUNCTION,turnaround,
CAD01,14:33,14:36,CADBUARY JUNCTION,forward,16.49
CAD01,14:36,14:40,MAHAPALIKAMARG,forward,15.92
CAD01,14:40,14:43,RTO THANE,forward,19.3
CAD01,14:43,14:47,TEEN HAATH NAKA,forward,15.69
CAD01,14:47,14:50,MULUND NAKA,forward,24.24
CAD01,14:50,14:54,MULUND FIRE STATION,forward,26.8
CAD01,14:54,14:57,SONAPUR,forward,22.49
CAD01,14:57,15:01,SHANGRILLA,forward,29.09
CAD01,15:01,15:04,BHANDUP METRO,forward,15.95
CAD01,15:04,15:08,BHANDUP MAHAPALIKA,forward,20.8
CAD01,15:08,15:11,NAVAL HOUSING,forward,14.9
CAD01,15:11,15:15,GANDHINGAR,forward,14.94
CAD01,15:15,15:18,SURYA NAGAR,forward,19.47
CAD01,15:18,15:22,VIKHROLI METRO,forward,20.36
CAD01,15:22,15:25,GODREJ COMPANY,forward,14.19
CAD01,15:25,15:29,SHREYAS CINEMA,forward,14.91
CAD01,15:29,15:32,LAXMINAGAR,forward,19.06
CAD01,15:32,15:36,PANT NAGAR,forward,22.96
CAD01,15:36,15:39,GARODIA NAGAR,forward,33.24
CAD01,15:39,15:43,SIDDHARTHCOLONY,forward,45.0
CAD01,15:43,15:46,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,15:46,15:50,WADALA TT,forward,18.34
CAD01,15:50,15:53,BHAKTI PARK METRO,forward,20.29
CAD01,15:53,16:08,BHAKTI PARK METRO,turnaround,
CAD01,16:08,16:12,BHAKTI PARK METRO,return,20.29
CAD01,16:12,16:15,WADALA TT,return,18.34
CAD01,16:15,16:19,ANIKNAGARBUSDEPOT,return,33.03
CAD01,16:19,16:22,SIDDHARTHCOLONY,return,45.0
CAD01,16:22,16:26,GARODIA NAGAR,return,33.24
CAD01,16:26,16:29,PANT NAGAR,return,22.96
CAD01,16:29,16:33,LAXMINAGAR,return,19.06
CAD01,16:33,16:36,SHREYAS CINEMA,return,14.91
CAD01,16:36,16:40,GODREJ COMPANY,return,14.19
CAD01,16:40,16:43,VIKHROLI METRO,return,20.36
CAD01,16:43,16:47,SURYA NAGAR,return,19.47
CAD01,16:47,16:50,GANDHINGAR,return,14.94
CAD01,16:50,16:54,NAVAL HOUSING,return,14.9
CAD01,16:54,16:57,BHANDUP MAHAPALIKA,return,20.8
CAD01,16:57,17:01,BHANDUP METRO,return,15.95
CAD01,17:01,17:04,SHANGRILLA,return,29.09
CAD01,17:04,17:08,SONAPUR,return,22.49
CAD01,17:08,17:11,MULUND FIRE STATION,return,26.8
CAD01,17:11,17:15,MULUND NAKA,return,24.24
CAD01,17:15,17:18,TEEN HAATH NAKA,return,15.69
CAD01,17:18,17:22,RTO THANE,return,19.3
CAD01,17:22,17:25,MAHAPALIKAMARG,return,15.92
CAD01,17:25,17:29,CADBUARY JUNCTION,return,16.49
CAD01,17:29,17:44,CADBUARY JUNCTION,turnaround,
CAD01,17:44,17:47,CADBUARY JUNCTION,forward,16.49
CAD01,17:47,17:51,MAHAPALIKAMARG,forward,15.92
CAD01,17:51,17:54,RTO THANE,forward,19.3
CAD01,17:54,17:58,TEEN HAATH NAKA,forward,15.69
CAD01,17:58,18:01,MULUND NAKA,forward,24.24
CAD01,18:01,18:05,MULUND FIRE STATION,forward,26.8
CAD01,18:05,18:08,SONAPUR,forward,22.49
CAD01,18:08,18:12,SHANGRILLA,forward,29.09
CAD01,18:12,18:15,BHANDUP METRO,forward,15.95
CAD01,18:15,18:19,BHANDUP MAHAPALIKA,forward,20.8
CAD01,18:19,18:22,NAVAL HOUSING,forward,14.9
CAD01,18:22,18:26,GANDHINGAR,forward,14.94
CAD01,18:26,18:29,SURYA NAGAR,forward,19.47
CAD01,18:29,18:33,VIKHROLI METRO,forward,20.36
CAD01,18:33,18:36,GODREJ COMPANY,forward,14.19
CAD01,18:36,18:40,SHREYAS CINEMA,forward,14.91
CAD01,18:40,18:43,LAXMINAGAR,forward,19.06
CAD01,18:43,18:47,PANT NAGAR,forward,22.96
CAD01,18:47,18:50,GARODIA NAGAR,forward,33.24
CAD01,18:50,18:54,SIDDHARTHCOLONY,forward,45.0
CAD01,18:54,18:57,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,18:57,19:01,WADALA TT,forward,18.34
CAD01,19:01,19:04,BHAKTI PARK METRO,forward,20.29
CAD01,19:04,19:19,BHAKTI PARK METRO,turnaround,
CAD01,19:19,19:23,BHAKTI PARK METRO,return,20.29
CAD01,19:23,19:26,WADALA TT,return,18.34
CAD01,19:26,19:30,ANIKNAGARBUSDEPOT,return,33.03
CAD01,19:30,19:33,SIDDHARTHCOLONY,return,45.0
CAD01,19:33,19:37,GARODIA NAGAR,return,33.24
CAD01,19:37,19:40,PANT NAGAR,return,22.96
CAD01,19:40,19:44,LAXMINAGAR,return,19.06
CAD01,19:44,19:47,SHREYAS CINEMA,return,14.91
CAD01,19:47,19:51,GODREJ COMPANY,return,14.19
CAD01,19:51,19:54,VIKHROLI METRO,return,20.36
CAD01,19:54,19:58,SURYA NAGAR,return,19.47
CAD01,19:58,20:01,GANDHINGAR,return,14.94
CAD01,20:01,20:05,NAVAL HOUSING,return,14.9
CAD01,20:05,20:08,BHANDUP MAHAPALIKA,return,20.8
CAD01,20:08,20:12,BHANDUP METRO,return,15.95
CAD01,20:12,20:15,SHANGRILLA,return,29.09
CAD01,20:15,20:19,SONAPUR,return,22.49
CAD01,20:19,20:22,MULUND FIRE STATION,return,26.8
CAD01,20:22,20:26,MULUND NAKA,return,24.24
CAD01,20:26,20:29,TEEN HAATH NAKA,return,15.69
CAD01,20:29,20:33,RTO THANE,return,19.3
CAD01,20:33,20:36,MAHAPALIKAMARG,return,15.92
CAD01,20:36,20:40,CADBUARY JUNCTION,return,16.49
CAD01,20:40,20:55,CADBUARY JUNCTION,turnaround,
CAD01,20:55,20:58,CADBUARY JUNCTION,forward,16.49
CAD01,20:58,21:02,MAHAPALIKAMARG,forward,15.92
CAD01,21:02,21:05,RTO THANE,forward,19.3
CAD01,21:05,21:09,TEEN HAATH NAKA,forward,15.69
CAD01,21:09,21:12,MULUND NAKA,forward,24.24
CAD01,21:12,21:16,MULUND FIRE STATION,forward,26.8
CAD01,21:16,21:19,SONAPUR,forward,22.49
CAD01,21:19,21:23,SHANGRILLA,forward,29.09
CAD01,21:23,21:26,BHANDUP METRO,forward,15.95
CAD01,21:26,21:30,BHANDUP MAHAPALIKA,forward,20.8
CAD01,21:30,21:33,NAVAL HOUSING,forward,14.9
CAD01,21:33,21:37,GANDHINGAR,forward,14.94
CAD01,21:37,21:40,SURYA NAGAR,forward,19.47
CAD01,21:40,21:44,VIKHROLI METRO,forward,20.36
CAD01,21:44,21:47,GODREJ COMPANY,forward,14.19
CAD01,21:47,21:51,SHREYAS CINEMA,forward,14.91
CAD01,21:51,21:54,LAXMINAGAR,forward,19.06
CAD01,21:54,21:58,PANT NAGAR,forward,22.96
CAD01,21:58,22:01,GARODIA NAGAR,forward,33.24
CAD01,22:01,22:05,SIDDHARTHCOLONY,forward,45.0
CAD01,22:05,22:08,ANIKNAGARBUSDEPOT,forward,33.03
CAD01,22:08,22:12,WADALA TT,forward,18.34
CAD01,22:12,22:15,BHAKTI PARK METRO,forward,20.29
CAD01,22:15,22:30,BHAKTI PARK METRO,turnaround,
CAD01,22:30,22:34,BHAKTI PARK METRO,return,20.29
CAD01,22:34,22:37,WADALA TT,return,18.34
CAD01,22:37,22:41,ANIKNAGARBUSDEPOT,return,33.03
CAD01,22:41,22:44,SIDDHARTHCOLONY,return,45.0
CAD01,22:44,22:48,GARODIA NAGAR,return,33.24
CAD01,22:48,22:51,PANT NAGAR,return,22.96
CAD01,22:51,22:55,LAXMINAGAR,return,19.06
CAD01,22:55,22:58,SHREYAS CINEMA,return,14.91
CAD01,22:58,23:02,GODREJ COMPANY,return,14.19
CAD01,23:02,23:05,VIKHROLI METRO,return,20.36
CAD01,23:05,23:09,SURYA NAGAR,return,19.47
CAD01,23:09,23:12,GANDHINGAR,return,14.94
CAD01,23:12,23:16,NAVAL HOUSING,return,14.9
CAD01,23:16,23:19,BHANDUP MAHAPALIKA,return,20.8
CAD01,23:19,23:23,BHANDUP METRO,return,15.95
CAD01,23:23,23:26,SHANGRILLA,return,29.09
CAD01,23:26,23:30,SONAPUR,return,22.49
CAD01,23:30,23:33,MULUND FIRE STATION,return,26.8
CAD01,23:33,23:37,MULUND NAKA,return,24.24
CAD01,23:37,23:40,TEEN HAATH NAKA,return,15.69
CAD01,23:40,23:44,RTO THANE,return,19.3
CAD01,23:44,23:47,MAHAPALIKAMARG,return,15.92
CAD01,23:47,23:51,CADBUARY JUNCTION,return,16.49
CAD01,23:51,00:06,CADBUARY JUNCTION,turnaround,
CAD02,05:10,05:13,CADBUARY JUNCTION,forward,16.49
CAD02,05:13,05:17,MAHAPALIKAMARG,forward,15.92
CAD02,05:17,05:20,RTO THANE,forward,19.3
CAD02,05:20,05:24,TEEN HAATH NAKA,forward,15.69
CAD02,05:24,05:27,MULUND NAKA,forward,24.24
CAD02,05:27,05:31,MULUND FIRE STATION,forward,26.8
CAD02,05:31,05:34,SONAPUR,forward,22.49
CAD02,05:34,05:38,SHANGRILLA,forward,29.09
CAD02,05:38,05:41,BHANDUP METRO,forward,15.95
CAD02,05:41,05:45,BHANDUP MAHAPALIKA,forward,20.8
CAD02,05:45,05:48,NAVAL HOUSING,forward,14.9
CAD02,05:48,05:52,GANDHINGAR,forward,14.94
CAD02,05:52,05:55,SURYA NAGAR,forward,19.47
CAD02,05:55,05:59,VIKHROLI METRO,forward,20.36
CAD02,05:59,06:02,GODREJ COMPANY,forward,14.19
CAD02,06:02,06:06,SHREYAS CINEMA,forward,14.91
CAD02,06:06,06:09,LAXMINAGAR,forward,19.06
CAD02,06:09,06:13,PANT NAGAR,forward,22.96
CAD02,06:13,06:16,GARODIA NAGAR,forward,33.24
CAD02,06:16,06:20,SIDDHARTHCOLONY,forward,45.0
CAD02,06:20,06:23,ANIKNAGARBUSDEPOT,forward,33.03
CAD02,06:23,06:27,WADALA TT,forward,18.34
CAD02,06:27,06:30,BHAKTI PARK METRO,forward,20.29
CAD02,06:30,06:45,BHAKTI PARK METRO,turnaround,
CAD02,06:45,06:49,BHAKTI PARK METRO,return,20.29
CAD02,06:49,06:52,WADALA TT,return,18.34
CAD02,06:52,06:56,ANIKNAGARBUSDEPOT,return,33.03
CAD02,06:56,06:59,SIDDHARTHCOLONY,return,45.0
CAD02,06:59,07:03,GARODIA NAGAR,return,33.24
CAD02,07:03,07:06,PANT NAGAR,return,22.96
CAD02,07:06,07:10,LAXMINAGAR,return,19.06
CAD02,07:10,07:13,SHREYAS CINEMA,return,14.91
CAD02,07:13,07:17,GODREJ COMPANY,return,14.19
CAD02,07:17,07:20,VIKHROLI METRO,return,20.36
CAD02,07:20,07:24,SURYA NAGAR,return,19.47
CAD02,07:24,07:27,GANDHINGAR,return,14.94
CAD02,07:27,07:31,NAVAL HOUSING,return,14.9
CAD02,07:31,07:34,BHANDUP MAHAPALIKA,return,20.8
CAD02,07:34,07:38,BHANDUP METRO,return,15.95
CAD02,07:38,07:41,SHANGRILLA,return,29.09
CAD02,07:41,07:45,SONAPUR,return,22.49
CAD02,07:45,07:48,MULUND FIRE STATION,return,26.8
CAD02,07:48,07:52,MULUND NAKA,return,24.24
CAD02,07:52,07:55,TEEN HAATH NAKA,return,15.69
CAD02,07:55,07:59,RTO THANE,return,19.3
CAD02,07:59,08:02,MAHAPALIKAMARG,return,15.92
CAD02,08:02,08:06,CADBUARY JUNCTION,return,16.49
CAD02,08:06,08:21,CADBUARY JUNCTION,turnaround,
CAD02,08:21,08:24,CADBUARY JUNCTION,forward,16.49
CAD02,08:24,08:28,MAHAPALIKAMARG,forward,15.92
CAD02,08:28,08:31,RTO THANE,forward,19.3
CAD02,08:31,08:35,TEEN HAATH NAKA,forward,15.69
CAD02,08:35,08:38,MULUND NAKA,forward,24.24
CAD02,08:38,08:42,MULUND FIRE STATION,forward,26.8
CAD02,08:42,08:45,SONAPUR,forward,22.49
CAD02,08:45,08:49,SHANGRILLA,forward,29.09
CAD02,08:49,08:52,BHANDUP METRO,forward,15.95
CAD02,08:52,08:56,BHANDUP MAHAPALIKA,forward,20.8
CAD02,08:56,08:59,NAVAL HOUSING,forward,14.9
CAD02,08:59,09:03,GANDHINGAR,forward,14.94
CAD02,09:03,09:06,SURYA NAGAR,forward,19.47
CAD02,09:06,09:10,VIKHROLI METRO,forward,20.36
CAD02,09:10,09:13,GODREJ COMPANY,forward,14.19
CAD02,09:13,09:17,SHREYAS CINEMA,forward,14.91
CAD02,09:17,09:20,LAXMINAGAR,forward,19.06
CAD02,09:20,09:24,PANT NAGAR,forward,22.96
CAD02,09:24,09:27,GARODIA NAGAR,forward,33.24
CAD02,09:27,09:31,SIDDHARTHCOLONY,forward,45.0
CAD02,09:31,09:34,ANIKNAGARBUSDEPOT,forward,33.03
CAD02,09:34,09:38,WADALA TT,forward,18.34
CAD02,09:38,09:41,BHAKTI PARK METRO,forward,20.29
CAD02,09:41,09:56,BHAKTI PARK METRO,turnaround,
CAD02,09:56,10:00,BHAKTI PARK METRO,return,20.29
CAD02,10:00,10:03,WADALA TT,return,18.34
CAD02,10:03,10:07,ANIKNAGARBUSDEPOT,return,33.03
CAD02,10:07,10:10,SIDDHARTHCOLONY,return,45.0
CAD02,10:10,10:14,GARODIA NAGAR,return,33.24
CAD02,10:14,10:17,PANT NAGAR,return,22.96
CAD02,10:17,10:21,LAXMINAGAR,return,19.06
CAD02,10:21,10:24,SHREYAS CINEMA,return,14.91
CAD02,10:24,10:28,GODREJ COMPANY,return,14.19
